,LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
1488,X020,DOE,X,P.S. 20 Pogeorge J Werdan III,,718-515-9370,3050 Webster Ave,10467,1,18,1017702,256118,jriley3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x020,2,7,3,10X020,40.870002,-73.878875,7,11,425,2086851.0,2033300001.0,Norwood                                                                    
1489,X023,DOE,X,P.S. 023 The New Children's School,,718-584-3992,2151 Washington Ave,10457,1,48,1013356,250167,storres3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x023,2,3,3,10X023,40.852940000000004,-73.89474200000001,6,15,395,2090472.0,2030370079.0,Claremont-Bathgate                                                         
1490,X025,DOE,X,P.S. 025 Bilingual School,,718-292-2995,811 East 149 St,10455,1,36,1010315,235403,ctoledo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x025,2,3,3,07X025,40.812619,-73.906063,1,8,79,2004772.0,2026640001.0,Melrose South-Mott Haven North                                             
1491,X028,DOE,X,P.S. 028 Mount Hope,,718-583-6444,1861 Anthony Ave,10457,1,54,1010903,248358,sbeckle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x028,3,3,3,09X028,40.848057,-73.903522,5,15,23302,2007603.0,2028040031.0,Mount Hope                                                                 
1492,X029,DOE,X,P.S. / M.S. 029 Melrose School,,718-292-3785,758 Courtlandt Ave,10451,1,28,1007217,238546,inquiries@psms29.com,http://schools.nyc.gov/schoolportals/07/x029,2,3,3,07X029,40.821515000000005,-73.91727900000001,1,17,69,2001736.0,2024030001.0,Melrose South-Mott Haven North                                             
1493,X030,DOE,X,P.S. 030 Wilton,,718-292-8817,510 East 141 St,10454,1,54,1007030,234117,dmichau@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x030,3,3,3,07X030,40.80937,-73.91758399999999,1,8,39,2000077.0,2022670015.0,Mott Haven-Port Morris                                                     
1494,X031,DOE,X,P.S. / M.S. 031 The William Lloyd Garrison,,718-292-4397,250 East 156 St,10451,1,54,1005923,239014,jhunnew@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x031,2,1,3,07X031,40.823159999999994,-73.921631,4,17,61,2002458.0,2024430190.0,East Concourse-Concourse Village                                           
1495,X032,DOE,X,P.S. 032 Belmont,,718-584-3645,690 East 183 St,10458,1,40,1015772,249682,ARosami@schools.nyc.gov,,5,9,3,10X032,40.852103,-73.885935,6,15,391,2012409.0,2030850001.0,Belmont                                                                    
1496,X033,DOE,X,P.S. 033 Timothy Dwight,,718-584-3926,2424 Jerome Ave,10468,1,36,1011575,253227,jraxach@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x033,3,7,3,10X033,40.86185,-73.90176,5,14,239,2014099.0,2031880020.0,Fordham South                                                              
1497,X036,DOE,X,P.S. 036 Unionport,,718-822-5345,1070 Castle Hl Ave,10472,1,54,1025718,241505,emaresca@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x036,2,7,3,08X036,40.829344,-73.85042800000001,9,18,78,2026706.0,2038170001.0,Westchester-Unionport                                                      
1498,X042,DOE,X,P.S. 042 Claremont,,718-583-7366,1537 Washington Ave,10457,1,28,1011063,244800,osolis@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x042,3,3,3,09X042,40.838288,-73.902987,3,16,169,2009466.0,2029030023.0,Claremont-Bathgate                                                         
1499,X043,DOE,X,P.S. 043 Jonas Bronck,,718-292-4502,165 Brown Pl,10454,1,72,1006012,233079,gdelucc@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x043,2,3,3,07X043,40.806351,-73.921196,1,8,25,2000205.0,2022800040.0,Mott Haven-Port Morris                                                     
1500,X044,DOE,X,P.S. 044 David C Farragut,,718-583-2360,1825 Prospect Ave,10457,1,36,1014390,246221,mharrow2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x044,2,2,3,12X044,40.842084,-73.891116,6,17,36902,2009957.0,2029490064.0,East Tremont                                                               
1501,X048,DOE,X,P.S. 048 Joseph R Drake,,718-589-4312,1290 Spofford Ave,10474,1,108,1015563,235913,rcardon2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x048,3,3,3,08X048,40.814425,-73.886953,2,17,93,2006680.0,2027660001.0,Hunts Point                                                                
1502,X049,DOE,X,P.S. 049 Willis Avenue,,718-292-4623,383 East 139 St,10454,1,72,1005573,234479,fhernandez2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x049,2,3,3,07X049,40.810085,-73.923102,1,8,39,2000626.0,2023020040.0,Mott Haven-Port Morris                                                     
1503,X051,DOE,X,P.S. 051 Bronx New School,,718-733-0347,695 East 182nd St,10457,1,36,1015560,249327,psmith2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x051,2,1,3,10X051,40.850666,-73.886996,6,15,391,2118254.0,2030840001.0,Belmont                                                                    
1504,X053,DOE,X,P.S. 053 Basheer Quisim,,718-681-7276,360 East 168 St,10456,1,72,1008689,242660,cwolfe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x053,2,3,3,09X053,40.832865999999996,-73.91141800000001,4,16,175,2002299.0,2024350075.0,East Concourse-Concourse Village                                           
1505,X054,DOE,X,P.S. / I.S. 54,,718-584-4203,2703 Webster Ave,10458,1,60,1015291,254403,mferrei@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x054,3,3,3,10X054,40.864527,-73.88782900000001,7,15,40502,2113630.0,2032780014.0,Bedford Park-Fordham North                                                 
1506,X055,DOE,X,P.S. 055 Benjamin Franklin,,718-681-6227,450 Saint Paul's Pl,10456,1,72,1010528,243936,mfalu@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x055,2,3,3,09X055,40.836403999999995,-73.90501400000001,3,16,14702,2009463.0,2029020001.0,Claremont-Bathgate                                                         
1507,X057,DOE,X,P.S. 057 Crescent,,718-367-9446,2111 Crotona Ave,10457,1,36,1014956,248449,bromano@schools.nyc.gov,http://ps57crescent.com,3,3,3,12X057,40.848471999999994,-73.888561,6,15,373,2012359.0,2030810026.0,East Tremont                                                               
1508,X058,DOE,X,P.S. 058,,718-583-6866,459 East 176 St,10457,1,36,1012243,247576,vgunn@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x058,2,7,3,09X058,40.846162,-73.899264,6,15,395,2009540.0,2029090032.0,Claremont-Bathgate                                                         
1509,X059,DOE,X,P.S. 059 The Community School Of Technology,,718-584-4730,2185 Bathgate Ave,10457,1,64,1013708,250098,sbasu@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x059,2,3,3,10X059,40.852774,-73.893524,6,15,395,2011538.0,2030490037.0,Claremont-Bathgate                                                         
1510,X061,DOE,X,P.S. 061 Francisco Oller,,718-542-7230,1550 Crotona Park East,10460,1,36,1013990,244011,pquigle@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x061,2,3,3,12X061,40.836575,-73.89281700000001,3,17,153,2009865.0,2029390045.0,Crotona Park East                                                          
1511,X062,DOE,X,P.S. 062 Inocensio Casanova,,718-585-1617,660 Fox St,10455,1,54,1011862,235824,lmanfre2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x062,2,3,3,08X062,40.814031,-73.900609,2,8,83,2005089.0,2026830065.0,Longwood                                                                   
1512,X063,DOE,X,P.S. 063 Author's Academy,,718-589-3058,1260 Franklin Ave,10456,1,54,1011338,242084,rdiaz15@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x063,2,3,3,09X063,40.830995,-73.90270500000001,3,16,149,2004302.0,2026150014.0,Morrisania-Melrose                                                         
1513,X065,DOE,X,P.S. 065 Mother Hale Academy,,718-292-4628,677 East 141 St,10454,1,36,1008419,233518,jgonzalez@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x065,2,3,3,07X065,40.807334999999995,-73.91273100000001,1,8,33,2003834.0,2025710001.0,Mott Haven-Port Morris                                                     
1514,X066,DOE,X,P.S. 066 School Of Higher Expectations,,718-319-2820,1001 Jennings St,10460,1,72,1015564,242160,,http://schools.nyc.gov/schoolportals/12/x066,2,3,3,12X066,40.831165000000006,-73.88709399999999,3,17,157,2010916.0,2030080001.0,Crotona Park East                                                          
1515,X067,DOE,X,P.S. 067 Mohegan School,,718-823-4101,2024 Mohegan Ave,10460,1,72,1016179,246729,jsantia7@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x067,2,3,3,12X067,40.843945,-73.884788,6,17,363,2013142.0,2031230003.0,East Tremont                                                               
1516,X068,DOE,X,P.S. 068 Bronx,,718-324-2854,4011 Monticello Ave,10466,1,18,1028857,264112,chelfri@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x068,2,7,3,11X068,40.891732,-73.838471,12,12,426,2067852.0,2049860081.0,Woodlawn-Wakefield                                                         
1517,X069,DOE,X,P.S. 069 Journey Prep School,,718-378-4736,560 Thieriot Ave,10473,1,54,1022824,236911,sdurant@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x069,2,3,3,08X069,40.816693,-73.860904,9,18,16,2021482.0,2035240020.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1518,X072,DOE,X,P.S. 072 Dr. William Dorney,,718-822-5311,2951 Dewey Ave,10465,1,72,1034609,239156,mcolon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x072,2,3,3,08X072,40.822604,-73.818247,10,13,158,2077162.0,2054400001.0,Schuylerville-Throgs Neck-Edgewater Park                                   
1519,X073,DOE,X,P.S. 073 Bronx,,718-681-6776,1020 Anderson Ave,10452,1,54,1004578,242650,vbueno@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x073,2,3,3,09X073,40.832706,-73.926838,4,8,189,2003051.0,2025040082.0,Highbridge                                                                 
1520,X075,DOE,X,P.S. 75 School Of Research And Discovery,,718-860-1630,984 Faile St,10459,1,66,1014930,238891,mgonzalez3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x075,2,3,3,08X075,40.822719,-73.88943499999999,2,17,119,2006079.0,2027470001.0,Hunts Point                                                                
1521,X077,DOE,X,Bedford Park Elementary School,,718-696-6400,3177 Webster Ave,10467,1,36,1018597,257169,bpesx77@gmail.com,http://schools.nyc.gov/schoolportals/10/x077,2,3,3,10X077,40.872551,-73.875374,7,11,425,2098420.0,2033530040.0,Norwood                                                                    
1522,X078,DOE,X,P.S. 078 Anne Hutchinson,,718-652-1244,1400 Needham Ave,10469,1,36,1025542,259409,cskerri@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x078,2,3,3,11X078,40.878577,-73.851163,12,12,386,2060191.0,2047190001.0,Eastchester-Edenwald-Baychester                                            
1523,X085,DOE,X,P.S. 085 Great Expectations,,718-584-5275,2400 Marion Ave,10458,1,90,1013385,252272,THusted@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x085,5,9,3,10X085,40.8591,-73.89494599999999,5,15,38302,2011054.0,2030240021.0,Fordham South                                                              
1524,X086,DOE,X,P.S. 086 Kingsbridge Heights,,718-584-5585,2756 Reservoir Ave,10468,1,36,1012385,256185,ftyson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x086,5,9,3,10X086,40.869834999999995,-73.89874,7,11,409,2100971.0,2032470070.0,Van Cortlandt Village                                                      
1525,X089,DOE,X,P.S. 089 Bronx,,718-653-0835,980 Mace Ave,10469,1,72,1023177,253641,rmartin72@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x089,2,3,3,11X089,40.863054999999996,-73.859387,11,13,324,2051571.0,2044440016.0,Bronxdale                                                                  
1526,X092,DOE,X,P.S. 092 Bronx,,718-731-7900,700 East 179 St,10457,1,36,1014827,247638,chall6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x092,2,3,3,12X092,40.846711,-73.889815,6,17,371,2012620.0,2030920014.0,East Tremont                                                               
1527,X093,DOE,X,P.S. 093 Albert G Oliver,,718-430-1700,1535 Story Ave,10473,1,66,1018192,238772,jkaplan15@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x093,3,3,3,08X093,40.821776,-73.876918,9,17,28,2097341.0,2036520001.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1528,X095,DOE,X,P.S. 095 Sheila Mencher,,718-796-9200,3961 Hillman Ave,10463,1,18,1014241,260978,sdavis6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x095,2,3,1,10X095,40.882898,-73.891256,8,11,281,2015472.0,2032520182.0,Van Cortlandt Village                                                      
1529,X097,DOE,X,P.S. 097 Bronx,,718-655-4446,1375 Mace Ave,10469,1,18,1026633,253773,kbornka@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x097,5,9,3,11X097,40.862839,-73.84679100000001,11,13,314,2052739.0,2044740001.0,Allerton-Pelham Gardens                                                    
1530,X100,DOE,X,P.S. 100 Isaac Clason,,718-842-1461,800 Taylor Ave,10473,1,36,1022227,238734,caltman3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x100,2,7,3,08X100,40.821409,-73.862976,9,18,42,2022550.0,2036410001.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1531,X106,DOE,X,P.S. 106 Parkchester,,718-892-1006,2120 St Raymond's Ave,10462,1,36,1024405,244366,emontal@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x106,5,9,3,11X106,40.837524,-73.8548,9,18,222,2041211.0,2039460007.0,Parkchester                                                                
1532,X107,DOE,X,P.S. 107,,718-860-8760,1695 Seward Ave,10473,1,18,1020624,237574,khamm2@schools.nyc.gov,http://ps107x.org,2,3,1,08X107,40.818467,-73.868372,9,18,20,2021972.0,2035910050.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1533,X108,DOE,X,P.S. 108 Philip J Abinanti,,718-863-9829,1166 Neill Ave,10461,1,18,1024921,250658,csperra@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x108,5,9,3,11X108,40.854726,-73.853227,11,13,288,2048608.0,2042750001.0,Pelham Parkway                                                             
1534,X109,DOE,X,P.S. 109 Sedgwick,,718-583-8878,1771 Popham Ave,10453,1,54,1006730,249524,jclaudi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x109,2,3,3,09X109,40.851414,-73.918533,5,14,20502,2094549.0,2028770393.0,University Heights-Morris Heights                                          
1535,X110,DOE,X,P.S. 110 Theodore Schoenfeld,,718-861-0759,580 Crotona Park South,10456,1,36,1011681,243548,dperez@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x110,2,3,3,09X110,40.835285999999996,-73.900751,3,16,149,2009718.0,2029320001.0,Morrisania-Melrose                                                         
1536,X111,DOE,X,P.S. 111 Seton Falls,,718-881-2418,3740 Baychester Ave,10466,1,46,1028527,261585,aburrell@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x111,2,3,3,11X111,40.884343,-73.840254,12,12,484,2065992.0,2049160001.0,Eastchester-Edenwald-Baychester                                            
1537,X112,DOE,X,P.S. 112 Bronxwood,,718-654-6377,1925 Schieffelin Ave,10466,1,38,1027392,261662,sbarnes2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x112,3,3,3,11X112,40.885008,-73.843193,12,12,458,2065991.0,2049050500.0,Eastchester-Edenwald-Baychester                                            
1538,X119,DOE,X,P.S. 119,,718-822-5198,1075 Pugsley Ave,10472,1,36,1023835,241166,ltyner@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x119,2,7,3,08X119,40.828518,-73.856569,9,18,4001,2025696.0,2037890021.0,Soundview-Bruckner                                                         
1539,X121,DOE,X,P.S. 121 Throop,,718-654-2055,2750 Throop Ave,10469,1,36,1025564,255179,gmartin9@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x121,3,7,3,11X121,40.86608,-73.850982,11,13,348,2054253.0,2045260001.0,Allerton-Pelham Gardens                                                    
1540,X126,DOE,X,P.S. 126 Dr. Marjorie H Dunbar,,718-681-6120,175 West 166 St,10452,1,90,1004071,243876,nkeefoster@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x126,2,3,3,09X126,40.835784000000004,-73.928324,4,16,199,2003495.0,2025260083.0,Highbridge                                                                 
1541,X130,DOE,X,P.S. 130 Abram Stevens Hewitt,,718-665-0962,750 Prospect Ave,10455,1,36,1011364,237190,lvelazq@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x130,2,3,3,08X130,40.817721,-73.90242099999999,2,17,85,2005168.0,2026880001.0,Longwood                                                                   
1542,X134,DOE,X,P.S. 134 George F Bristow,,718-328-3351,1330 Bristow St,10459,1,54,1013453,242175,kthomas@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x134,2,3,3,12X134,40.83132,-73.89479399999999,3,17,153,2010273.0,2029650082.0,Crotona Park East                                                          
1543,X138,DOE,X,P.S. 138 Samuel Randall,,718-822-5325,2060 Lafayette Ave,10473,1,72,1024925,238936,lcarrol@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x138,3,3,3,08X138,40.822665,-73.85336600000001,9,18,74,2022289.0,2036090016.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1544,X140,DOE,X,P.S. X140 The Eagle School,,718-585-1205,916 Eagle Ave,10456,1,54,1009799,239257,pcannon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x140,3,3,3,08X140,40.823289,-73.907948,3,17,185,2004469.0,2026270009.0,Morrisania-Melrose                                                         
1545,X146,DOE,X,P.S. 146 Edward Collins,,718-378-9664,968 Cauldwell Ave,10456,1,36,1010312,239854,jsander@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x146,2,3,3,08X146,40.825025,-73.906143,3,16,185,2004498.0,2026320027.0,Morrisania-Melrose                                                         
1546,X150,DOE,X,P.S. 150 Charles James Fox,,718-328-7729,920 East 167 St,10459,1,36,1013471,240248,eirizar2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x150,2,3,3,12X150,40.82636,-73.894398,2,17,12701,2005681.0,2027170005.0,Hunts Point                                                                
1547,X152,DOE,X,P.S. 152 Evergreen,,718-589-4560,1007 Evergreen Ave,10472,1,72,1017374,239493,flynch@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x152,2,3,3,08X152,40.824054,-73.880039,9,17,52,2023336.0,2037110001.0,Soundview-Bruckner                                                         
1548,X153,DOE,X,P.S. 153 Helen Keller,,718-904-5550,650 Baychester Ave,10475,1,18,1030375,257393,MKelley5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x153,5,9,3,11X153,40.872614,-73.833698,10,12,46201,2097470.0,2051410150.0,Co-op City                                                                 
1549,X154,DOE,X,P.S. 154 Jonathan D Hyatt,,718-292-4742,333 East 135 St,10454,1,36,1004724,233748,acoviello@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x154,2,3,3,07X154,40.808034,-73.926204,1,8,23,2097030.0,2022980001.0,Mott Haven-Port Morris                                                     
1550,X157,DOE,X,P.S. 157 Grove Hill,,718-292-5255,757 Cauldwell Ave,10456,1,36,1009479,237756,rduran@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x157,2,3,3,07X157,40.819258000000005,-73.908553,1,17,75,2004464.0,2026250001.0,Melrose South-Mott Haven North                                             
1551,X160,DOE,X,P.S. 160 Walt Disney,,718-379-5951,4140 Hutchinson Riv Pkway E,10475,1,54,1032914,254226,lbaker3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x160,3,3,3,11X160,40.864676,-73.824303,10,12,302,2072352.0,2051350200.0,Co-op City                                                                 
1552,X161,DOE,X,P.S. 161 Ponce De Leon,,718-292-5478,628 Tinton Ave,10455,1,78,1010460,236117,esoto2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x161,3,3,3,07X161,40.814916,-73.905518,1,8,79,2004773.0,2026640029.0,Melrose South-Mott Haven North                                             
1553,X163,DOE,X,P.S. 163 Arthur A Schomburg,,718-584-3045,2075 Webster Ave,10457,1,18,1012253,249624,dmartinez20@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x163,3,3,3,09X163,40.851741,-73.898493,5,15,379,2013297.0,2031420048.0,Mount Hope                                                                 
1554,X169,DOE,X,Baychester Academy,,718-325-1138,3500 Edson Ave,10466,1,36,1028633,260367,cvaugha2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x169,2,1,3,11X169,40.881153000000005,-73.83975500000001,12,12,460,2116222.0,2048940001.0,Eastchester-Edenwald-Baychester                                            
1555,X179,DOE,X,P.S. 179,,718-292-2237,468 East 140 St,10454,1,36,1006356,234188,iestrada@schools.nyc.gov,http://schools.nyc.gov/schoolportals/07/x179,2,3,3,07X179,40.809534,-73.919903,1,8,39,2000308.0,2022840034.0,Mott Haven-Port Morris                                                     
1556,X182,DOE,X,P.S. 182,,718-828-6607,601 Stickball Blvd,10473,1,54,1023906,237445,aogrady@schools.nyc.gov,http://schools.nyc.gov/schoolportals/08/x182,2,3,3,08X182,40.818228000000005,-73.856302,9,18,16,2021923.0,2035640001.0,Soundview-Castle Hill-Clason Point-Harding Park                            
1557,X189,DOE,X,Cornerstone Academy For Social Action,,718-794-6160,3441 Steenwick Ave,10475,1,54,1031010,261120,jbellon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/11/x189,3,3,3,11X189,40.883025,-73.830366,12,12,46202,2124548.0,2052630192.0,Co-op City                                                                 
1558,X195,DOE,X,P.S. 195,,718-861-4461,1250 Ward Ave,10472,1,36,1018150,242047,akavana@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x195,2,3,3,12X195,40.830690999999995,-73.87774300000001,9,18,54,2088553.0,2037750025.0,West Farms-Bronx River                                                     
1559,X196,DOE,X,P.S. 196,,718-328-7187,1250 Ward Ave,10472,1,36,1018171,241915,lgraciani@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x196,3,3,3,12X196,40.830690999999995,-73.87774300000001,9,18,54,2088553.0,2037750025.0,West Farms-Bronx River                                                     
1560,X199,DOE,X,P.S. 199x - The Shakespeare School,,718-681-7172,1449 Shakespeare Ave,10452,1,54,1006248,246572,slopez16@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x199,2,3,3,09X199,40.842943,-73.920563,4,16,21302,2088263.0,2028730027.0,Highbridge                                                                 
1561,X204,DOE,X,P.S. 204 Morris Heights,,718-960-9520,1780 Dr Martin Luther King Jr Blvd,10453,1,36,1007729,248989,ablatte2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/09/x204,2,3,3,09X204,40.850235,-73.915769,5,14,21502,2008470.0,2028660105.0,University Heights-Morris Heights                                          
1562,X207,DOE,X,P.S. 207,,718-796-9645,3030 Godwin Ter,10463,1,40,1010158,259254,mrosado@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x207,3,1,3,10X207,40.878322,-73.90655600000001,8,11,289,2083138.0,2057010105.0,Spuyten Duyvil-Kingsbridge                                                 
1563,X209,DOE,X,P.S. 209,,718-364-0085,313 East 183rd St,10458,1,36,1012625,251425,akeegan2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x209,2,7,3,10X209,40.856722999999995,-73.897885,5,15,38301,2103868.0,2031460072.0,Fordham South                                                              
1564,X211,DOE,X,P.S. 211,,718-901-0436,1919 Prospect Ave,10457,1,36,1014648,246656,TDrummond@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x211,2,3,3,12X211,40.843546,-73.88975500000001,6,17,36901,2094582.0,2029510032.0,East Tremont                                                               
1565,X212,DOE,X,P.S. 212,,718-842-2331,1180 Tinton Ave,10456,1,36,1011879,241173,gfordanderson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x212,2,3,3,12X212,40.828419,-73.90072099999999,3,17,135,2004869.0,2026720001.0,Morrisania-Melrose                                                         
1566,X214,DOE,X,P.S. 214,,718-589-6728,1970 West Farms Rd,10460,1,90,1017453,245076,mgonzalez61@schools.nyc.gov,http://schools.nyc.gov/schoolportals/12/x214,2,3,3,12X214,40.839565,-73.880358,6,17,60,2094603.0,2030210038.0,Crotona Park East                                                          
1567,X226,DOE,X,P.S. 226,,718-583-5560,1950 Sedgwick Ave,10453,1,40,1007450,251055,gdarden@schools.nyc.gov,http://schools.nyc.gov/schoolportals/10/x226,2,3,3,10X226,40.856586,-73.916198,5,14,249,2096465.0,2032220100.0,University Heights-Morris Heights                                          
