,LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
664,M126,DOE,M,P.S. 126 Jacob August Riis,,212-962-2188,80 Catherine St,10038,1,46,985099,198162,jgetz@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m126,2,2,3,02M126,40.710729,-73.99663100000001,3,1,25,1083357.0,1001110160.0,Chinatown                                                                  
665,M128,DOE,M,P.S. 128 Audubon,,212-927-0607,560 West 169 St,10032,1,108,1001154,245745,rarredo@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m128,2,3,3,06M128,40.841321,-73.938506,12,10,251,1062994.0,1021250001.0,Washington Heights South                                                   
666,M129,DOE,M,P.S. 129 John H Finley,,212-690-5932,425 West 130 St,10027,1,72,997573,236146,opierre@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m129,2,3,3,05M129,40.814637,-73.951912,9,9,21703,1059407.0,1019570010.0,Manhattanville                                                             
667,M130,DOE,M,P.S. 130 Hernando De Soto,,212-226-8072,143 Baxter St,10013,1,18,984696,201108,dchong@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m130,2,3,3,02M130,40.718903000000005,-73.99843800000001,2,1,41,1003086.0,1002360038.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
668,M133,DOE,M,P.S. 133 Fred R Moore,,212-690-5936,2121 5 Ave,10037,1,18,1000983,234251,pbalbue@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m133,2,3,3,05M133,40.809672,-73.939872,11,9,206,1054276.0,1017550001.0,Central Harlem North-Polo Grounds                                          
669,M134,DOE,M,P.S. 134 Henrietta Szold,,212-673-4470,293 East Broadway,10002,1,36,988696,199514,dkim@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m134,2,3,3,01M134,40.71457,-73.983724,3,1,202,1003736.0,1002880015.0,Lower East Side                                                            
670,M137,DOE,M,P.S. 137 John L Bernstein,,646-602-2140,293 East Broadway,10002,1,18,988761,199522,mrodrig19@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m137,2,2,3,01M137,40.71457,-73.983724,3,1,202,1003736.0,1002880015.0,Lower East Side                                                            
671,M140,DOE,M,P.S. 140 Nathan Straus,,212-677-4680,123 Rdg St,10002,1,18,988831,201263,ebarrie@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m140,3,7,1,01M140,40.71925,-73.983056,3,1,2201,1004091.0,1003440001.0,Lower East Side                                                            
672,M142,DOE,M,P.S. 142 Amalia Castro,,212-598-3800,100 Attorney St,10002,1,30,988655,200914,rlevy4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m142,3,3,1,01M142,40.718383,-73.984452,3,1,1402,1004080.0,1003430001.0,Lower East Side                                                            
673,M145,DOE,M,The Bloomingdale Magnet School For Multimedia Communication,,212-678-2857,150 West 105 St,10025,1,54,993925,230396,ngarcia52@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m145,2,3,3,03M145,40.799178000000005,-73.964842,7,7,189,1076625.0,1018590001.0,Upper West Side                                                            
674,M146,DOE,M,P.S. 146 Ann M Short,,212-860-5877,421 East 106 St,10029,1,28,1001170,226970,msilfen@ps146.org,http://schools.nyc.gov/schoolportals/04/m146,3,3,3,04M146,40.789295,-73.939262,11,8,162,1052999.0,1017000001.0,East Harlem South                                                          
675,M149,DOE,M,P.S. 149 Sojourner Truth,,646-672-9020,41 West 117 St,10026,1,36,998595,231664,ibooker2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m149,2,3,3,03M149,40.802136,-73.947828,10,9,190,1051434.0,1016010001.0,Central Harlem South                                                       
676,M150,DOE,M,P.S. 150,,212-732-4392,334 Greenwich St,10013,1,18,981231,200964,lcohen25@schools.nyc.gov,http://ps150.net,2,7,3,02M150,40.718219,-74.01051899999999,1,1,39,1083240.0,1001420025.0,SoHo-TriBeCa-Civic Center-Little Italy                                     
677,M152,DOE,M,P.S. 152 Dyckman Valley,,212-567-5456,93 Nagle Ave,10040,1,72,1004217,252658,jpietri2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m152,2,3,3,06M152,40.860412,-73.927936,12,10,283,1064149.0,1021730001.0,Washington Heights North                                                   
679,M153,DOE,M,P.S. 153 Adam Clayton Powell,,212-927-8611,1750 Amsterdam Ave,10031,1,54,998861,240339,kbailey2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m153,2,3,3,06M153,40.826295,-73.946845,9,7,233,1081834.0,1020780019.0,Hamilton Heights                                                           
680,M154,DOE,M,P.S. 154 Harriet Tubman,,212-864-2400,250 West 127 St,10027,1,36,998368,234654,ejarret@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m154,3,3,3,05M154,40.810928000000004,-73.948938,10,9,224,1058671.0,1019320010.0,Central Harlem North-Polo Grounds                                          
681,M155,DOE,M,P.S. 155 William Paca,,212-860-5885,319 East 117 St,10035,1,36,1001872,229830,lortiz4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m155,3,3,3,04M155,40.797302,-73.93636500000001,11,8,188,1052986.0,1016890005.0,East Harlem North                                                          
682,M158,DOE,M,P.S. 158 Bayard Taylor,,212-744-6562,1458 York Ave,10075,1,72,997867,219948,DErcola@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m158,2,3,1,02M158,40.770419,-73.951135,8,5,132,1046411.0,1014890001.0,Lenox Hill-Roosevelt Island                                                
683,M163,DOE,M,P.S. 163 Alfred E Smith,,212-678-2854,163 West 97 St,10025,1,28,992914,228816,dlopez17@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m163,2,3,3,03M163,40.794264,-73.96870600000001,7,7,185,1055908.0,1018520099.0,Upper West Side                                                            
684,M165,DOE,M,P.S. 165 Robert E Simon,,212-678-2873,234 West 109 St,10025,1,36,993633,231720,acastellanofolk@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m165,3,3,3,03M165,40.802917,-73.965613,7,7,195,1056676.0,1018800013.0,Morningside Heights                                                        
685,M168,CHARTER,M,East Harlem Scholars Academy Charter School II Pre - Kindergarten,,212-348-2518,1573 Madison Ave,10029,1,36,998441,228534,info@ehtp.org,http://eastharlemscholars.org/east-harlem-scholars-academy-ii,5,9,3,04M168,40.793763,-73.949381,11,8,17401,1051515.0,1016120050.0,East Harlem South                                                          
686,M171,DOE,M,P.S. 171 Patrick Henry,,212-860-5801,19 East 103 St,10029,1,36,997631,227925,dpantel2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/04/m171,3,7,3,04M171,40.792122,-73.951961,11,8,168,1051497.0,1016090007.0,East Harlem South                                                          
687,M173,DOE,M,P.S. 173,,212-927-7850,306 Ft Washington Ave,10033,1,72,1000806,247304,dboursi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m173,2,3,3,06M173,40.845469,-73.94046800000001,12,10,263,1063503.0,1021420154.0,Washington Heights South                                                   
688,M175,DOE,M,P.S. 175 Henry H Garnet,,212-283-0426,175 West 134 St,10030,1,18,1000052,235962,kpereir@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m175,2,3,3,05M175,40.814422,-73.943664,10,9,228,1058248.0,1019190006.0,Central Harlem North-Polo Grounds                                          
689,M180,DOE,M,P.S. 180 Hugo Newman,,212-678-2849,370 West 120 St,10027,1,108,996478,233557,lflemin2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m180,2,3,3,03M180,40.807843,-73.955569,10,9,257,1059111.0,1019460001.0,Central Harlem South                                                       
690,M184,DOE,M,P.S. 184m Shuang Wen,,212-602-9700,327 Cherry St,10002,1,36,988196,198439,mju2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m184,2,3,1,01M184,40.711549,-73.986542,3,1,201,1003143.0,1002450007.0,Lower East Side                                                            
691,M185,DOE,M,P.S. 185 - The Early Childhood Discovery And Design Magnet School,,212-534-7490,20 West 112 St,10026,1,72,998288,230122,mvargas16@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m185,3,3,3,03M185,40.798511,-73.949251,10,9,186,1051410.0,1015950015.0,Central Harlem South                                                       
692,M188,DOE,M,P.S. 188 The Island School,,212-677-5710,442 East Houston St,10002,1,36,990502,201596,srams4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/01/m188,3,3,1,01M188,40.719598,-73.97790400000001,3,2,20,1004349.0,1003560100.0,Lower East Side                                                            
693,M189,DOE,M,P.S. 189,,212-927-8303,2580 Amsterdam Ave,10040,1,72,1004220,250030,ssuero@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m189,2,3,3,06M189,40.852631,-73.927604,12,10,277,1076750.0,1021590051.0,Washington Heights North                                                   
694,M191,DOE,M,"The Museum Magnet School For Inquiry, Innovation And Imagination",,212-757-4343,210 West 61 St,10023,1,72,987709,220465,,http://schools.nyc.gov/schoolportals/03/m191,3,3,3,03M191,40.771925,-73.987328,7,6,147,1030320.0,1011520029.0,Lincoln Square                                                             
695,M192,DOE,M,P.S. 192 Jacob H Schiff,,212-281-8395,500 West 138 St,10031,1,36,997451,238317,srivera32@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m192,3,2,3,06M192,40.820953,-73.951145,9,7,22301,1084132.0,1019880166.0,Manhattanville                                                             
696,M194,DOE,M,P.S. 194 Countee Cullen,,212-690-5954,244 West 144 St,10030,1,18,1000558,238536,jbazan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m194,2,3,3,05M194,40.821535,-73.94094100000001,10,9,232,1060432.0,1020290011.0,Central Harlem North-Polo Grounds                                          
697,M197,DOE,M,P.S. 197 John B Russwurm,,212-690-5960,2230 5 Ave,10037,1,36,1001532,235595,nspann@schools.nyc.gov,http://schools.nyc.gov/schoolportals/05/m197,3,2,1,05M197,40.813184,-73.937322,10,9,212,1076433.0,1017330017.0,Central Harlem North-Polo Grounds                                          
698,M198,DOE,M,P.S. 198 Isador E Ida Straus,,212-289-3702,1700 3 Ave,10128,1,46,998132,225290,nemeric@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m198,2,3,3,02M198,40.784826,-73.949611,8,5,15801,1048492.0,1015240023.0,Upper East Side-Carnegie Hill                                              
699,M200,DOE,M,P.S. 200 - The James Mccune Smith School,,212-491-6636,2589 7 Ave,10039,1,90,1001827,239609,,http://schools.nyc.gov/schoolportals/05/m200,2,3,3,05M200,40.824495,-73.93699699999999,10,9,236,1060198.0,1020160100.0,Central Harlem North-Polo Grounds                                          
700,M210,DOE,M,P.S. / I.S. 210 - Twenty - First Century Academy For Community Leadership,,212-283-0012,501 - 503 West 152 St,10031,1,18,999569,241664,cquezada2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m210,2,3,3,06M210,40.829832,-73.944789,9,7,237,1087824.0,1020840129.0,Hamilton Heights                                                           
701,M212,DOE,M,P.S. 212 Midtown West,,212-247-0208,328 West 48 St,10036,1,36,987389,216710,rbourke@schools.nyc.gov,http://midtownwestschool.org,3,3,1,02M212,40.761448,-73.988019,4,3,127,1025092.0,1010380014.0,Clinton                                                                    
702,M217,DOE,M,P.S. / I.S. 217 Roosevelt Island,,212-980-0294,645 Main St,10044,1,36,998580,217620,mbeckma@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m217,5,9,3,02M217,40.763894,-73.947916,8,5,23802,1084848.0,1013730001.0,Lenox Hill-Roosevelt Island                                                
703,M225,DOE,M,Ella Baker School,,212-717-8809,317 East 67 St,10065,1,54,995464,218123,lgarcia3@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m225,3,3,1,02M225,40.765359000000004,-73.960059,8,5,118,1083343.0,1014420001.0,Lenox Hill-Roosevelt Island                                                
704,M242,DOE,M,P.S. 242 - The Young Diplomats Magnet Academy,,212-678-2908,134 West 122 St,10027,1,18,998487,233036,dgomez5@schools.nyc.gov,http://schools.nyc.gov/schoolportals/03/m242,2,3,1,03M242,40.8063,-73.948013,10,9,220,1057683.0,1019060011.0,Central Harlem South                                                       
705,M267,DOE,M,"East Side Elementary School, P.S. 267",,212-888-7848,213 East 63rd St,10065,1,18,994290,217558,bgendron@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m267,2,3,3,02M267,40.763842,-73.96422199999999,8,4,110,1087680.0,1014180007.0,Lenox Hill-Roosevelt Island                                                
706,M281,DOE,M,The River School,,212-251-6640,425 East 35th St,10016,1,36,991859,210480,gfeldbe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/02/m281,5,9,3,02M281,40.744279999999996,-73.97259100000001,6,4,8601,1089385.0,1009670002.0,Turtle Bay-East Midtown                                                    
707,M315,DOE,M,The East Village Community School,,212-982-0682,610 East 12 St,10009,1,36,990187,204415,jmowrey@schools.nyc.gov,http://evcsnyc.org,2,3,3,01M315,40.727892,-73.978525,3,2,28,1079053.0,1003940012.0,Lower East Side                                                            
708,M325,DOE,M,P.S. 325,,212-234-1335,500 West 138 St,10031,1,18,997417,238334,gcruz4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/06/m325,2,2,3,06M325,40.820953,-73.951145,9,7,22301,1084132.0,1019880166.0,Manhattanville                                                             
