,LOCCODE,PreK_Type,Borough,LocName,NOTE,phone,address,Postcode,Day_Length,Seats,X,Y,Email,Website,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
912,Q066,DOE,Q,P.S. 066 Jacqueline Kennedy Onassis,,718-849-0184,85 - 11 102 St,11418,1,36,1026894,193585,pleinwa@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q066,3,7,3,27Q066,40.698064,-73.84665799999999,9,32,24,,,Richmond Hill                                                              
913,Q068,DOE,Q,P.S. 068 Cambridge,,718-821-7246,59 - 09 Saint Felix Ave,11385,1,60,1012731,193171,asnadec@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q068,2,2,3,24Q068,40.696523,-73.897441,5,30,565,4086110.0,4035690029.0,Glendale                                                                   
914,Q069,DOE,Q,P.S. 069 Jackson Heights,,718-424-7700,77 - 02 37 Ave,11372,1,54,1015130,212171,mvazque11@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q069,2,7,3,30Q069,40.749264000000004,-73.888832,3,25,287,,,Jackson Heights                                                            
915,Q070,DOE,Q,P.S. 070 Queens,,718-728-4646,30 - 45 42 St,11103,1,144,1008043,216842,dgeller@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q070,2,3,3,30Q070,40.762103,-73.914227,1,22,149,4442503.0,4006960014.0,Astoria                                                                    
916,Q071,DOE,Q,P.S. 071 Forest,,718-821-7772,62 - 85 Frst Ave,11385,1,80,1010585,198453,isoto6@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q071,5,9,3,24Q071,40.711203000000005,-73.905286,5,30,595,4083519.0,4034920007.0,Ridgewood                                                                  
917,Q076,DOE,Q,P.S. 076 William Hallet,,718-361-7464,36 - 36 10 St,11106,1,108,1000500,216525,mschafe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q076,2,3,3,30Q076,40.76117,-73.940923,1,26,85,,,Queensbridge-Ravenswood-Long Island City                                   
918,Q078,DOE,Q,P.S. / I.S. 78q,,718-392-5402,48 - 09 Ctr Blvd,11109,1,36,996037,210512,lpavone@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q078,2,3,3,30Q078,40.744794,-73.957953,2,26,1,,,Hunters Point-Sunnyside-West Maspeth                                       
919,Q079,DOE,Q,P.S. 079 Francis Lewis,,718-746-0396,147 - 27 15 Dr,11357,1,36,1034692,225779,jfertile@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q079,5,9,3,25Q079,40.785896,-73.81809,7,19,1039,4105233.0,4046480001.0,Whitestone                                                                 
920,Q080,DOE,Q,P.S. 080 The Thurgood Marshall Magnet School,,718-528-7070,171 - 05 137th Ave,11434,1,72,1048210,184631,kcox4@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q080,2,3,3,28Q080,40.672801,-73.769274,12,31,33402,,,Springfield Gardens North                                                  
921,Q081,DOE,Q,P.S. 81q Jean Paul Richter,,718-821-9800,559 Cypress Ave,11385,1,36,1008644,195700,rdiamond@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q081,5,9,3,24Q081,40.703765000000004,-73.91234399999999,5,34,545,4082076.0,4034370001.0,Ridgewood                                                                  
922,Q084,DOE,Q,P.S. 084 Steinway,,718-278-1915,22 - 45 41 St,11105,1,72,1010255,220246,jbuffa@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q084,2,3,3,30Q084,40.772027,-73.90573,1,22,119,,,Steinway                                                                   
923,Q085,DOE,Q,P.S. 085 Judge Charles Vallone,,718-278-3630,23 - 70 31 St,11105,1,64,1007802,220927,agordon@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q085,2,7,3,30Q085,40.774108,-73.913165,1,22,115,4017186.0,4008350037.0,Steinway                                                                   
924,Q086,DOE,Q,P.S. Q086,,718-291-6264,87 - 41 Parsons Blvd,11432,1,36,1038647,197715,kzuvic@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q086,5,9,3,28Q086,40.708756,-73.804025,8,24,236,4207507.0,4097070041.0,Briarwood-Jamaica Hills                                                    
925,Q087,DOE,Q,P.S. / I.S. 087 Middle Village,,718-326-8243,67 - 54 80 St,11379,1,60,1019861,198537,cmichae@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q087,5,9,3,24Q087,40.713111,-73.871589,5,30,65501,,,Middle Village                                                             
926,Q088,DOE,Q,P.S. 088 Seneca,,718-821-8121,60 - 85 Catalpa Ave,11385,1,30,1012959,195792,rquinta2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q088,3,1,3,24Q088,40.703007,-73.899029,5,30,583,4084325.0,4035150004.0,Ridgewood                                                                  
927,Q090,DOE,Q,P.S. 090 Horace Mann,,718-847-3370,86 - 50 109 St,11418,1,36,1028785,193155,27q090@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q090,3,3,3,27Q090,40.69778,-73.839561,9,32,128,,,Richmond Hill                                                              
928,Q091,DOE,Q,P.S. 091 Richard Arkwright,,718-821-6880,68 - 10 Central Ave,11385,1,100,1016391,195645,vcatala@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q091,2,3,3,24Q091,40.703626,-73.88533000000001,5,30,627,4088899.0,4036560038.0,Glendale                                                                   
929,Q092,DOE,Q,P.S. 092 Harry T Stewart Sr.,,718-533-1013,99 - 01 34 Ave,11368,1,18,1020556,214742,pbaratt@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q092,2,3,3,30Q092,40.755402000000004,-73.869013,3,21,377,,,North Corona                                                               
930,Q096,DOE,Q,P.S. 096,,718-529-2547,130 - 01 Rockaway Blvd,11420,1,36,1037470,185366,veweka@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q096,2,3,3,27Q096,40.674975,-73.808374,10,28,818,,,South Ozone Park                                                           
931,Q097,DOE,Q,P.S. 097 Forest Park,,718-849-4870,85 - 52 85 St,11421,1,36,1023094,192283,mcustod@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q097,2,3,3,27Q097,40.695811,-73.859992,9,32,12,4181933.0,4088640039.0,Woodhaven                                                                  
932,Q100,DOE,Q,P.S. 100 Glen Morris,,718-843-8390,111 - 11 118 St,11420,1,18,1033717,186944,LFrombe@schools.nyc.gov,,5,9,3,27Q100,40.679992,-73.822078,10,28,102,4250416.0,4116230001.0,South Ozone Park                                                           
933,Q101,DOE,Q,P.S. 101 School In The Gardens,,718-268-7231,2 Russell Pl,11375,1,18,1027620,200033,mlopez69@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q101,3,3,3,28Q101,40.715585,-73.843898,6,29,723,4078312.0,4032700001.0,Forest Hills                                                               
934,Q102,DOE,Q,P.S. 102 Bayview,,718-446-3308,55 - 24 Van Horn St,11373,1,20,1018078,206436,APisaca@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q102,5,9,3,24Q102,40.733803,-73.878231,4,25,479,,,Elmhurst-Maspeth                                                           
935,Q104,DOE,Q,P.S. 104 The Bays Water,,718-327-1910,26 - 01 Mott Ave,11691,1,64,1049501,160925,kgrady@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q104,2,3,3,27Q104,40.608481,-73.764537,14,31,100801,,,Far Rockaway-Bayswater                                                     
936,Q105,DOE,Q,P.S. 105 The Bay School,,718-474-8615,420 Bch 51 St,11691,1,36,1044941,156370,lshapir@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q105,2,3,3,27Q105,40.595779,-73.781876,14,31,97203,4302397.0,4159740003.0,Hammels-Arverne-Edgemere                                                   
937,Q106,DOE,Q,P.S. 106,,718-327-5828,180 Bch 35 St,11691,1,18,1048951,155994,rlegions@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q106,3,3,3,27Q106,40.593779,-73.767199,14,31,992,4441244.0,4158610035.0,Hammels-Arverne-Edgemere                                                   
938,Q107,DOE,Q,P.S. 107 Thomas A Dooley,,718-762-5995,167 - 02 45 Ave,11358,1,72,1039753,214680,lcummings2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q107,2,3,3,25Q107,40.756013,-73.79972,7,19,1195,,,East Flushing                                                              
939,Q108,DOE,Q,P.S. 108 Captain Vincent G Fowler,,718-558-2700,108 - 10 109 Ave,11420,1,36,1031069,186860,mbiondo@schools.nyc.gov,http://ps108q.com,2,7,3,27Q108,40.679581,-73.83161899999999,10,28,96,,,South Ozone Park                                                           
940,Q111,DOE,Q,P.S. 111 Jacob Blackwell,,718-786-2073,37 - 15 13 St,11101,1,36,1001090,215721,djaggon2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q111,2,3,1,30Q111,40.758967999999996,-73.939293,1,26,43,,,Queensbridge-Ravenswood-Long Island City                                   
941,Q112,DOE,Q,P.S. 112 Dutch Kills,,718-784-5250,25 - 05 37 Ave,11101,1,90,1002486,215081,rcampos@schools.nyc.gov,http://ps112q.com,2,3,3,30Q112,40.756877,-73.934538,1,26,51,,,Queensbridge-Ravenswood-Long Island City                                   
942,Q115,DOE,Q,P.S. 115 Glen Oaks,,718-831-4010,80 - 51 261 St,11004,1,54,1064758,210409,ksciort@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q115,2,3,3,26Q115,40.74472,-73.710077,13,23,157902,,,Glen Oaks-Floral Park-New Hyde Park                                        
943,Q116,DOE,Q,P.S. / I.S. 116 William C Hughley,,718-526-4884,107 - 25 Wren Pl,11433,1,54,1044713,194644,29q116@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q116,2,3,3,29Q116,40.700664,-73.78253199999999,12,27,414,4218415.0,4102490034.0,South Jamaica                                                              
944,Q117,DOE,Q,P.S. 117 J Keld / Briarwood School,,718-526-4780,85 - 15 143 St,11435,1,72,1036048,198074,kestevezramirez@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q117,2,3,3,28Q117,40.709609,-73.813393,8,24,232,4208040.0,4097230150.0,Briarwood-Jamaica Hills                                                    
945,Q118,DOE,Q,P.S. 118 Lorraine Hansberry,,718-465-5538,190 - 20 109 Rd,11412,1,36,1049303,195657,cjones23@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q118,2,3,3,29Q118,40.703383,-73.766485,12,27,504,,,Hollis                                                                     
946,Q120,DOE,Q,P.S. 120 Queens,,718-359-3390,58 - 01 136 St,11355,1,72,1031607,210838,jmonroe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q120,2,3,3,25Q120,40.745529,-73.82933100000001,7,20,799,,,Queensboro Hill                                                            
947,Q121,DOE,Q,P.S. 121 Queens,,718-738-5126,126 - 10 109 Ave,11420,1,36,1035426,188493,evadi@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q121,5,9,3,28Q121,40.683939,-73.816292,10,28,164,4205926.0,4096060092.0,South Ozone Park                                                           
948,Q122,DOE,Q,P.S. 122 Mamie Fay,,718-721-6410,21 - 21 Ditmars Blvd,11105,1,36,1007503,223572,psabel@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q122,2,3,3,30Q122,40.780344,-73.916684,1,22,101,4019500.0,4008780033.0,Steinway                                                                   
949,Q123,DOE,Q,P.S. 123,,718-529-4300,145 - 01 119 Ave,11436,1,54,1040997,186575,ahooks@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q123,2,7,3,27Q123,40.67828,-73.795609,12,28,18402,,,Baisley Park                                                               
950,Q127,DOE,Q,P.S. 127 Aerospace Science Magnet,,718-446-4700,98 - 01 25 Ave,11369,1,36,1019884,217981,esanabria@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q127,5,9,3,30Q127,40.76463,-73.87163699999999,3,21,367,,,East Elmhurst                                                              
951,Q129,DOE,Q,P.S. 129 Patricia Larkin,,718-353-3150,128 - 02 7 Ave,11356,1,54,1028651,227243,lbuquicchio@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q129,2,7,3,25Q129,40.790638,-73.83978499999999,7,19,945,,,Whitestone                                                                 
952,Q130,DOE,Q,P.S. 130,,718-357-6606,200 - 01 42 Ave,11361,1,54,1044081,216176,mcontra@schools.nyc.gov,http://ps130q.org,3,3,3,25Q130,40.759501,-73.784022,11,19,1463,,,Bayside-Bayside Hills                                                      
953,Q132,DOE,Q,P.S. 132 Ralph Bunche,,718-528-5734,132 - 15 218 St,11413,1,54,1053691,187867,adavis2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q132,2,3,3,29Q132,40.682367,-73.749771,13,31,626,,,Laurelton                                                                  
954,Q133,DOE,Q,P.S. 133 Queens,,718-831-4016,248 - 05 86 Ave,11426,1,82,1062501,206100,iavakians@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q133,2,3,3,26Q133,40.73171,-73.717884,13,23,1617,,,Bellerose                                                                  
955,Q134,DOE,Q,P.S. 134 Hollis,,718-464-5544,203 - 02 109 Ave,11412,1,36,1052208,197256,rchambe@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q134,2,3,3,29Q134,40.707987,-73.75528,12,27,508,4440330.0,4109060001.0,Hollis                                                                     
956,Q135,DOE,Q,The Bellaire School,,718-464-2119,207 - 11 89 Ave,11427,1,108,1051511,201882,ghadjog@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q135,2,1,3,29Q135,40.720118,-73.757418,13,23,492,,,Jamaica Estates-Holliswood                                                 
957,Q136,DOE,Q,P.S. 136 Roy Wilkins,,718-465-2286,201 - 15 115 Ave,11412,1,54,1052873,193880,twalker@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q136,2,3,1,29Q136,40.698254,-73.75274399999999,12,27,520,4236757.0,4110180021.0,St. Albans                                                                 
958,Q138,DOE,Q,P.S. / Ms138 Sunrise,,718-528-9053,251 - 11 Weller Ave,11422,1,72,1057841,179723,jmcenan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q138,2,3,3,29Q138,40.659731,-73.735179,13,31,660,4288640.0,4135780001.0,Rosedale                                                                   
959,Q140,DOE,Q,P.S. 140 Edward K Ellington,,718-657-4760,166 - 01 116 Ave,11434,1,36,1044969,189684,dnorment@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q140,3,3,3,28Q140,40.686780999999996,-73.78123599999999,12,27,278,,,Baisley Park                                                               
960,Q144,DOE,Q,P.S. 144 Col Jeromus Remsen,,718-268-2775,93 - 02 69 Ave,11375,1,54,1025018,199833,rglucks@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q144,2,3,3,28Q144,40.714969,-73.853376,6,29,729,,,Forest Hills                                                               
961,Q146,DOE,Q,P.S. 146 Howard Beach,,718-843-4880,98 - 01 159 Ave,11414,1,18,1030120,179852,mkeegan@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q146,3,7,3,27Q146,40.659857,-73.835064,10,32,884,,,Lindenwood-Howard Beach                                                    
962,Q147,DOE,Q,P.S. / M.S. 147 Ronald Mcnair,,718-528-2420,218 - 01 116 Ave,11411,1,36,1056222,193481,acohen1@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q147,2,2,3,29Q147,40.697292,-73.740955,13,27,598,,,Cambria Heights                                                            
963,Q148,DOE,Q,P.S. 148 Queens,,718-898-8181,89 - 02 32 Ave,11369,1,72,1017847,215510,nbirson@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q148,2,3,3,30Q148,40.758375,-73.879103,3,25,339,,,Jackson Heights                                                            
964,Q150,DOE,Q,P.S. 150 Queens,,718-784-2252,40 - 01 43 Ave,11104,1,54,1005476,210979,cparache@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q150,5,9,3,30Q150,40.745521000000004,-73.92378000000001,2,26,18101,,,Hunters Point-Sunnyside-West Maspeth                                       
965,Q151,DOE,Q,P.S. 151 Mary D Carter,,718-728-2676,50 - 05 31 Ave,11377,1,102,1009600,215302,smaison@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q151,2,3,3,30Q151,40.757548,-73.90905,1,26,163,,,Astoria                                                                    
966,Q152,DOE,Q,P.S. 152 Gwendoline N Alleyne School,,718-429-3141,33 - 52 62 St,11377,1,36,1011858,213657,walameda2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/30/q152,5,9,3,30Q152,40.753665999999996,-73.900227,2,26,293,,,Woodside                                                                   
967,Q153,DOE,Q,P.S. 153 Maspeth Elem,,718-821-7850,60 - 02 60 Ln,11378,1,18,1010888,200281,sbauer@schools.nyc.gov,http://schools.nyc.gov/schoolportals/24/q153,5,9,3,24Q153,40.716645,-73.90368000000001,5,30,599,,,Maspeth                                                                    
968,Q154,DOE,Q,P.S. 154 Queens,,718-591-1500,75 - 02 162 St,11366,1,36,1037682,204068,tdavids2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/25/q154,3,3,3,25Q154,40.726808,-73.806905,8,24,1257,,,Kew Gardens Hills                                                          
969,Q155,DOE,Q,P.S. 155,,718-529-0767,130 - 02 115 Ave,11420,1,54,1036906,186866,gjacobs@schools.nyc.gov,http://schools.nyc.gov/schoolportals/27/q155,3,3,3,27Q155,40.679557,-73.810615,10,28,176,,,South Ozone Park                                                           
970,Q156,DOE,Q,P.S. 156 Laurelton,,718-528-9173,229 - 02 137 Ave,11413,1,54,1055567,184448,emoore22@schools.nyc.gov,http://schools.nyc.gov/schoolportals/29/q156,2,7,3,29Q156,40.673072,-73.743187,13,31,646,,,Laurelton                                                                  
971,Q159,DOE,Q,P.S. 159,,718-423-8553,205 - 01 33 Ave,11361,1,44,1044151,219759,26q159@schools.nyc.gov,http://schools.nyc.gov/schoolportals/26/q159,2,3,3,26Q159,40.769343,-73.783936,11,19,1099,,,Bayside-Bayside Hills                                                      
972,Q160,DOE,Q,P.S. 160 Walter Francis Bishop,,718-526-5523,109 - 59 Inwood St,11435,1,90,1039710,190041,thicks2@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q160,2,3,3,28Q160,40.689036,-73.80177900000001,12,28,196,,,South Jamaica                                                              
973,Q161,DOE,Q,P.S. 161 Arthur Ashe School,,718-441-5493,101 - 33 124 St,11419,1,28,1033865,190834,jhoder@schools.nyc.gov,http://schools.nyc.gov/schoolportals/28/q161,5,9,3,28Q161,40.690836,-73.821675,9,28,156,,,Richmond Hill                                                              
